epoch,acc,loss,lr,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.30214,1.9414009084701538,0.1,0.79774,0.3448,1.8449417924880982,0.8341
1,0.3687,1.7693374347686768,0.095,0.85234,0.3644,1.7958745241165162,0.841
2,0.40448,1.6772451176643373,0.09025,0.87304,0.3691,1.8137707781791688,0.8528
3,0.44322,1.5724781107902528,0.0857375,0.89246,0.3847,1.7930819869041443,0.8553
4,0.47696,1.47496533203125,0.081450626,0.90892,0.3806,1.8452334356307984,0.8473
5,0.51566,1.3680764803886414,0.077378094,0.92282,0.3882,1.8562734746932983,0.8522
6,0.55164,1.2754683794975281,0.07350919,0.93552,0.3923,1.921513216495514,0.8517
7,0.5914,1.16068541431427,0.06983373,0.94782,0.3965,2.0045286536216738,0.8433
8,0.62818,1.058764717578888,0.06634204,0.95778,0.3925,2.0613425970077515,0.852
9,0.66244,0.9614590590000153,0.06302494,0.96582,0.3932,2.170794334411621,0.8473
10,0.69772,0.8616854953765869,0.059873693,0.97334,0.3968,2.235337784290314,0.8492
11,0.73302,0.7674047756195068,0.05688001,0.97886,0.4006,2.4202141857147215,0.8466
12,0.76178,0.6835435230731964,0.05403601,0.98286,0.3967,2.6741549158096314,0.8491
13,0.79372,0.5922566952705384,0.05133421,0.98668,0.397,2.728099751472473,0.8477
14,0.82622,0.49997157299518585,0.0487675,0.99076,0.3931,3.002965054512024,0.8487
15,0.85134,0.430448672413826,0.046329122,0.99368,0.3907,3.1765308141708375,0.8457
16,0.87162,0.370100680232048,0.044012666,0.99544,0.3974,3.3693004512786864,0.8482
17,0.89144,0.31939578109979627,0.041812032,0.9964,0.4025,3.5674957275390624,0.8513
18,0.91428,0.2475523676276207,0.039721433,0.9977,0.4032,3.7992104864120484,0.8489
19,0.9343,0.19185069936513902,0.03773536,0.99878,0.4081,4.017924518585205,0.8486
20,0.95174,0.14191177052259446,0.03584859,0.99932,0.4123,4.240783429145813,0.8536
21,0.96736,0.09625361141562462,0.034056164,0.9998,0.4059,4.53131407737732,0.8487
22,0.97846,0.06611515653133393,0.032353353,0.99994,0.4134,4.7109998607635495,0.8533
23,0.98878,0.0382924196831882,0.030735686,1.0,0.4134,4.842897872924805,0.8545
24,0.99634,0.01473382009472698,0.029198902,1.0,0.4181,4.949192934036255,0.8548
25,0.99946,0.005346596702933312,0.027738957,1.0,0.4218,5.055338506698608,0.8554
26,0.99994,0.0018648483147844673,0.026352009,1.0,0.4227,5.1238144016265865,0.8566
27,1.0,0.0010820659127784892,0.025034409,1.0,0.4221,5.170862913131714,0.8571
28,1.0,0.0008509944922989234,0.02378269,1.0,0.4218,5.210716133117676,0.8578
29,1.0,0.0007298418203135952,0.022593554,1.0,0.4223,5.240909824371338,0.8578
30,1.0,0.0006482377672800794,0.021463877,1.0,0.4222,5.266636028289795,0.8584
31,1.0,0.0005876325339195319,0.020390682,1.0,0.4221,5.286081161499023,0.8575
32,1.0,0.0005411161800147966,0.019371148,1.0,0.4224,5.303614559173584,0.8578
33,1.0,0.0005036984008038416,0.018402591,1.0,0.4222,5.320123634338379,0.8578
34,1.0,0.000473227764305193,0.017482461,1.0,0.4225,5.333627061843872,0.8579
35,1.0,0.00044771916122408585,0.016608339,1.0,0.422,5.346195087432862,0.858
36,1.0,0.0004260978651582263,0.015777921,1.0,0.4222,5.358046360015869,0.8581
37,1.0,0.00040773546625860036,0.014989025,1.0,0.4222,5.367822132110596,0.8579
38,1.0,0.0003915321106323972,0.014239574,1.0,0.4224,5.377469005584717,0.858
39,1.0,0.0003773427529959008,0.013527595,1.0,0.4222,5.386060380935669,0.8583
40,1.0,0.0003648559867287986,0.012851216,1.0,0.4225,5.3932812213897705,0.8585
41,1.0,0.0003537225021282211,0.012208655,1.0,0.4226,5.400439310073852,0.8587
42,1.0,0.00034373707260238005,0.011598222,1.0,0.4225,5.406954689025879,0.8588
43,1.0,0.0003349309085169807,0.011018311,1.0,0.4224,5.412802362442017,0.8587
44,1.0,0.0003269251651945524,0.010467395,1.0,0.4223,5.418342657089234,0.8583
45,1.0,0.00031970100553007795,0.009944025,1.0,0.4225,5.42358431816101,0.8582
46,1.0,0.0003131482180324383,0.009446824,1.0,0.4222,5.428320236206055,0.8583
47,1.0,0.0003071583074925002,0.008974483,1.0,0.4225,5.433113393783569,0.8585
48,1.0,0.00030169451353140173,0.008525759,1.0,0.4226,5.4372265625,0.8586
49,1.0,0.00029671040253015233,0.008099471,1.0,0.4225,5.4411589050292966,0.8585
50,1.0,0.0002920684823766351,0.0076944977,1.0,0.4224,5.444688758850098,0.8587
