epoch,acc,loss,lr,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.11288,2.2979418878555298,0.1,0.52918,0.1469,2.2444312286376955,0.6462
1,0.25558,1.9931976728439331,0.095,0.77398,0.3488,1.8054748463630677,0.8558
2,0.39118,1.673259868621826,0.09025,0.87642,0.4372,1.5462341690063477,0.9061
3,0.54306,1.293855064868927,0.0857375,0.93724,0.5267,1.325356147289276,0.9459
4,0.63348,1.0503665862083436,0.081450626,0.96144,0.6147,1.1159589910507202,0.956
5,0.6954,0.8821212255954742,0.077378094,0.97276,0.6511,1.0321382796764373,0.9515
6,0.7383,0.7553474032878875,0.07350919,0.98058,0.7111,0.8613889396190644,0.9737
7,0.76624,0.6835077710151672,0.06983373,0.98358,0.7412,0.7686212468147278,0.9783
8,0.80332,0.566370986700058,0.06634204,0.98922,0.7243,0.8097981321811676,0.9783
9,0.82668,0.49680061435699463,0.06302494,0.99164,0.7701,0.6988913023471832,0.983
10,0.85322,0.42132083410024646,0.059873693,0.99446,0.7653,0.7119153928756714,0.9809
11,0.8736,0.36047487664222716,0.05688001,0.99562,0.7703,0.7585015332698822,0.9784
12,0.89258,0.3036319745182991,0.05403601,0.99734,0.7641,0.7713646817207337,0.9816
13,0.9102,0.2493869267106056,0.05133421,0.99856,0.7651,0.8652725005149842,0.98
14,0.92694,0.20419144830107688,0.0487675,0.99894,0.7701,0.8838855826854706,0.9758
15,0.945,0.15540972203016282,0.046329122,0.9996,0.7673,0.9345266544818878,0.9782
16,0.94802,0.14629324230551718,0.044012666,0.99964,0.7686,1.025927827358246,0.9776
17,0.96404,0.10257770265638828,0.041812032,0.99978,0.7745,1.0645731425285339,0.9785
18,0.96576,0.09840219874680042,0.039721433,0.99992,0.7712,1.100825332403183,0.9821
19,0.975,0.07306782515347005,0.03773536,0.99998,0.7737,1.2092400527000426,0.9815
20,0.97848,0.0621707276776433,0.03584859,1.0,0.7676,1.1845255243778228,0.9794
21,0.984,0.04601670159213245,0.034056164,0.99998,0.7682,1.3047272741794587,0.9793
22,0.98834,0.034977752456441524,0.032353353,1.0,0.7805,1.3198708915710449,0.9808
23,0.9928,0.021817202951293437,0.030735686,1.0,0.775,1.528443157672882,0.9806
24,0.99182,0.023764986380934716,0.029198902,1.0,0.7847,1.4835620546340942,0.9811
25,0.99278,0.02193358133453876,0.027738957,1.0,0.7752,1.503562295436859,0.9827
26,0.99752,0.00773601787223015,0.026352009,1.0,0.7819,1.599018623828888,0.981
27,0.9979,0.00710226478689583,0.025034409,1.0,0.7946,1.580430691242218,0.9838
28,0.99954,0.00204259221299435,0.02378269,1.0,0.7962,1.6413964200019837,0.9813
29,0.99988,0.0005467962893817458,0.022593554,1.0,0.7984,1.6655975413322448,0.9827
30,0.99992,0.00041800755391886924,0.021463877,1.0,0.7984,1.6687003445625306,0.9845
31,1.0,8.078274986837642e-05,0.020390682,1.0,0.7978,1.7064971697330475,0.9833
32,1.0,5.069167259716778e-05,0.019371148,1.0,0.7985,1.7141089868545532,0.9835
33,1.0,4.219582869882288e-05,0.018402591,1.0,0.7985,1.7220571780204772,0.9834
34,1.0,3.695060932113847e-05,0.017482461,1.0,0.7988,1.7293145775794982,0.9835
35,1.0,3.321636356849922e-05,0.016608339,1.0,0.7989,1.7352649688720703,0.9834
36,1.0,3.0410432751523332e-05,0.015777921,1.0,0.7995,1.7405273032188415,0.9835
37,1.0,2.8213570745720063e-05,0.014989025,1.0,0.7997,1.7453002476692199,0.9835
38,1.0,2.6447388476299238e-05,0.014239574,1.0,0.7997,1.7495695567131042,0.9836
39,1.0,2.4979242980407434e-05,0.013527595,1.0,0.7997,1.753379030227661,0.9836
40,1.0,2.374037697336462e-05,0.012851216,1.0,0.7995,1.7566372632980347,0.9835
41,1.0,2.2691582553306945e-05,0.012208655,1.0,0.7998,1.7598422300815582,0.9834
