epoch,acc,loss,lr,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.09816,2.3541105394363404,0.1,0.4996,0.0877,2.9115736055374146,0.4943
1,0.11104,2.3153871068954466,0.095,0.5223,0.1023,3.1471534252166746,0.49
2,0.12378,2.2999303798675537,0.09025,0.54896,0.0992,7.28612940788269,0.4997
3,0.1424,2.277661060333252,0.0857375,0.58506,0.0963,7.913414697647095,0.4984
4,0.1645,2.2455448808670044,0.081450626,0.62768,0.0996,8.92190029144287,0.4974
5,0.19642,2.1932765879631044,0.077378094,0.67232,0.1028,8.794225206375122,0.4924
6,0.2418,2.10835302734375,0.07350919,0.72802,0.098,10.98802963256836,0.5011
7,0.28976,1.9977812848091125,0.06983373,0.77648,0.1,14.301854362487793,0.5078
8,0.35226,1.8435805797576905,0.06634204,0.833,0.0913,10.485813598632813,0.4839
9,0.4273,1.6454162435531616,0.06302494,0.87888,0.099,12.953730449676513,0.484
10,0.5127,1.4169992592334748,0.059873693,0.919,0.1015,13.513689613342285,0.4878
11,0.59726,1.1722648627758026,0.05688001,0.95114,0.0939,12.733928680419922,0.4873
12,0.68328,0.9263650150299072,0.05403601,0.97288,0.0829,12.50812526702881,0.4988
13,0.75788,0.7085621553659439,0.05133421,0.98646,0.0859,12.220745277404784,0.4975
14,0.8269,0.505515231847763,0.0487675,0.9948,0.1033,14.225133800506592,0.485
15,0.87528,0.3682481657266617,0.046329122,0.99746,0.0912,13.91681142807007,0.4952
16,0.91966,0.23984921967983247,0.044012666,0.99904,0.0983,13.870752182006836,0.468
17,0.95126,0.1439598161280155,0.041812032,0.99976,0.097,12.876518306732178,0.5016
18,0.97962,0.06859923046082259,0.039721433,0.99994,0.0922,13.91027000427246,0.508
19,0.99606,0.020445249445736408,0.03773536,1.0,0.0953,13.934676494598389,0.5049
20,0.99988,0.003914007135201246,0.03584859,1.0,0.0939,13.667901782989501,0.5001
21,1.0,0.0014467255435883998,0.034056164,1.0,0.0965,13.505851631164552,0.5032
22,1.0,0.0010255392959807067,0.032353353,1.0,0.0972,13.489899768829346,0.5028
23,1.0,0.0008525028030853718,0.030735686,1.0,0.0978,13.480980777740479,0.5022
24,1.0,0.0007454645939869806,0.029198902,1.0,0.099,13.466606483459472,0.5013
25,1.0,0.0006561392011353747,0.027738957,1.0,0.0983,13.442603092193604,0.5009
26,1.0,0.00060467213683296,0.026352009,1.0,0.0988,13.444164295196533,0.5005
27,1.0,0.0005604292114730924,0.025034409,1.0,0.099,13.44162498474121,0.5007
28,1.0,0.0005203135518822818,0.02378269,1.0,0.0991,13.44293291091919,0.5003
29,1.0,0.00048215897171758113,0.022593554,1.0,0.0994,13.435640125274658,0.5002
30,1.0,0.0004573891151230782,0.021463877,1.0,0.1002,13.432157077789306,0.5001
31,1.0,0.0004321992091136053,0.020390682,1.0,0.0996,13.43442087173462,0.5006
32,1.0,0.0004206802863627672,0.019371148,1.0,0.1,13.43126832962036,0.5001
33,1.0,0.00039639765676110984,0.018402591,1.0,0.1002,13.434604740142822,0.5002
34,1.0,0.0003838524705497548,0.017482461,1.0,0.1006,13.431859607696532,0.4997
35,1.0,0.0003724270323291421,0.016608339,1.0,0.1007,13.431807079315185,0.5002
36,1.0,0.0003679136229911819,0.015777921,1.0,0.1002,13.427843837738036,0.4998
37,1.0,0.000346196454425808,0.014989025,1.0,0.1003,13.42612127304077,0.4998
38,1.0,0.0003460776138817891,0.014239574,1.0,0.1005,13.422457256317138,0.4998
39,1.0,0.0003388408511527814,0.013527595,1.0,0.1004,13.423099155426025,0.4997
